Time,Close,High,Low,Open,EMA,Signal
1719486000,9827477.0,9849461.0,9812564.0,9813230.68864142,9841346.352041822,-1
1719489600,9848606.0,9898999.0,9818539.0,9820353.84432071,9841481.906863712,1
1719493200,9898971.0,9955555.0,9834479.922160355,9834479.922160355,9845955.361496508,1
1719496800,9951577.0,10021466.0,9866725.461080179,9866725.461080179,9848851.778692724,1
1719500400,9914763.75,9941854.0,9895108.0,9909151.23054009,9850946.963842029,1
1719504000,9917378.25,9945682.0,9897941.0,9911957.490270045,9853796.53388744,1
1719507600,9941798.25,9973835.0,9914667.870135022,9914667.870135022,9857568.19922519,1
1719511200,9948592.0,9963589.0,9928233.060067512,9928233.060067512,9861059.014941849,1
1719514800,9917064.25,9946584.0,9885000.0,9938412.530033756,9862197.445728444,1
1719518400,9892494.25,9927738.390016878,9874025.0,9927738.390016878,9863556.330209682,1
1719522000,9894955.0,9910116.320008438,9882643.0,9910116.320008438,9864870.160397539,1
1719525600,9901754.0,9915537.0,9890291.0,9902535.660004219,9866409.72273489,1
1719529200,9911395.5,9921624.0,9900689.0,9902144.83000211,9868477.576745287,1
1719532800,9917330.0,9929417.0,9893000.0,9906770.165001055,9870802.495304294,1
1719536400,9971752.5,10046476.0,9909650.0,9912050.082500529,9875991.456272753,1
1719540000,9971946.75,10013047.0,9922222.0,9941901.291250264,9878870.105046371,1
1719543600,9959401.75,9979999.0,9937178.0,9956924.020625133,9882484.336221024,1
1719547200,9956951.5,9971033.0,9928043.0,9958162.885312567,9885433.852447651,1
1719550800,9939108.25,9957824.0,9908421.0,9957557.192656282,9887279.230783038,1
1719554400,9930659.75,9948332.721328141,9918512.0,9948332.721328141,9888924.006046448,1
1719558000,9904240.25,9939496.23566407,9865607.0,9939496.23566407,9888808.319534823,-1
1719561600,9888571.0,9921868.242832035,9860354.0,9921868.242832035,9889397.95406287,1
1719565200,9900954.25,9912519.0,9878880.0,9905219.621416017,9890149.955864327,1
1719568800,9898468.75,9910223.0,9885787.0,9903086.935708009,9890116.271320628,-1
1719572400,9905641.75,9939134.0,9875300.0,9900777.842854004,9891242.770484524,1
1719576000,9897078.25,9947772.0,9854525.0,9903209.796427002,9890298.89713219,-1
1719579600,9865701.25,9919568.0,9831114.0,9900144.023213502,9888520.469793674,-1
1719583200,9827909.5,9885000.0,9775000.0,9882922.636606751,9885311.392546862,-1
1719586800,9817489.5,9855416.068303376,9783938.0,9855416.068303376,9883264.945780318,-1
1719590400,9809090.0,9837648.0,9763276.0,9836452.784151688,9880090.202808542,-1
1719594000,9797038.5,9826363.0,9771685.0,9822771.392075844,9876470.861521933,-1
1719597600,9780656.0,9809904.946037922,9760014.0,9809904.946037922,9872662.788521072,-1
1719601200,9727831.25,9795280.473018961,9671749.0,9795280.473018961,9865140.561520247,-1
1719604800,9691379.25,9761555.86150948,9672021.0,9761555.86150948,9858517.245382197,-1
1719608400,9703297.5,9726467.55575474,9678519.0,9726467.55575474,9852921.19654368,-1
1719612000,9718712.0,9730693.0,9708233.0,9714882.52787737,9847712.679032166,-1
1719615600,9726365.75,9737510.0,9715329.0,9716797.263938684,9843195.31907012,-1
1719619200,9755855.25,9788158.0,9721581.506969342,9721581.506969342,9840561.620283056,-1
1719622800,9795649.5,9820077.0,9738718.37848467,9738718.37848467,9839429.674389603,-1
1719626400,9797906.5,9818298.0,9767183.939242335,9767183.939242335,9837310.275393933,-1
1719630000,9785457.75,9794221.0,9777401.0,9782545.219621167,9835251.990084367,-1
1719633600,9786220.75,9792248.0,9779561.0,9784001.484810583,9833408.774786942,-1
1719637200,9786119.5,9791265.0,9780107.0,9785111.117405292,9831504.74440314,-1
1719640800,9794469.25,9806316.0,9784856.0,9785615.308702646,9830341.774034392,-1
1719644400,9821474.5,9850200.0,9790042.279351324,9790042.279351324,9830431.155444808,1
1719648000,9824491.5,9836740.0,9805758.389675662,9805758.389675662,9829989.619937168,-1
1719651600,9818693.75,9824913.0,9808690.0,9815124.944837831,9829676.30150826,-1
1719655200,9824455.5,9832412.0,9814384.0,9816909.347418915,9829650.79948833,-1
1719658800,9838147.25,9862640.0,9818180.0,9820682.423709458,9830164.21911624,1
1719662400,9838962.25,9853282.0,9826815.0,9829414.83685473,9830275.779150898,1
1719666000,9837016.75,9849990.0,9824498.0,9834188.543427365,9830679.474086158,1
1719669600,9832386.5,9847999.0,9816179.0,9835602.646713682,9830448.828043563,-1
1719673200,9828322.5,9839741.0,9814194.0,9833994.57335684,9830609.932826169,1
1719676800,9828415.25,9838797.0,9814194.0,9831158.53667842,9830433.58251926,-1
1719680400,9827208.75,9833731.0,9817357.0,9829786.89333921,9830480.657714583,1
1719684000,9831232.5,9835677.0,9823317.0,9828497.821669605,9830630.514274796,1
1719687600,9830908.0,9835895.0,9817540.0,9829865.160834802,9830836.964695394,1
1719691200,9834955.25,9842952.0,9825521.0,9830386.580417402,9831017.98568773,1
1719694800,9832885.75,9841229.0,9820584.0,9832670.915208701,9831145.790170565,1
1719698400,9823754.0,9834277.0,9805240.0,9832778.33260435,9830756.621928584,-1
1719702000,9823905.0,9833659.0,9817055.0,9828266.166302174,9830479.264205894,-1
1719705600,9825644.25,9834999.0,9812894.0,9826085.583151087,9830499.685217427,1
1719709200,9825455.0,9832709.0,9815630.0,9825864.916575544,9830185.226973608,-1
1719712800,9809508.25,9825659.958287772,9791004.0,9825659.958287772,9829062.3161119,-1
1719716400,9795451.75,9817584.104143886,9777609.0,9817584.104143886,9827853.440970259,-1
1719720000,9788418.5,9806517.927071944,9776374.0,9806517.927071944,9825950.404069465,-1
1719723600,9782192.0,9797468.213535972,9770048.0,9797468.213535972,9824458.42743929,-1
1719727200,9804732.0,9824035.0,9782953.0,9789830.106767986,9824441.822441671,-1
1719730800,9868714.25,9938788.0,9797281.053383993,9797281.053383993,9827051.9470518,1
1719734400,9891297.75,9906667.0,9832997.651691996,9832997.651691996,9829864.890304672,1
1719738000,9905880.75,9929499.0,9862147.700845998,9862147.700845998,9832731.129900567,1
1719741600,9905923.5,9915425.0,9884014.225422999,9884014.225422999,9835643.63461035,1
1719745200,9912010.75,9921159.0,9894968.8627115,9894968.8627115,9838745.531292297,1
1719748800,9904020.25,9924291.0,9877653.0,9903489.80635575,9841123.941829855,1
1719752400,9914294.0,9934913.0,9892868.0,9903755.028177876,9844609.27744437,1
1719756000,9925843.25,9952625.0,9907324.0,9909024.514088938,9847307.894015178,1
1719759600,9927340.75,9944996.0,9913424.0,9917433.882044468,9850845.584445955,1
1719763200,9930859.25,9943096.0,9920858.0,9922387.316022234,9853634.541918663,1
1719766800,9934198.0,9955678.0,9921964.0,9926623.283011116,9856911.069686558,1
1719770400,9961308.0,9993628.0,9930410.641505558,9930410.641505558,9861810.714012576,1
1719774000,9980302.75,9993000.0,9945859.320752779,9945859.320752779,9866694.842874829,1
1719777600,9993746.75,10040000.0,9963081.035376389,9963081.035376389,9870988.33923268,1
1719781200,9967420.0,9980514.0,9949999.0,9978413.892688194,9874596.169066692,1
1719784800,10038175.75,10121675.0,9962910.0,9972916.946344096,9883636.711456234,1
1719788400,10108722.5,10129015.0,10005546.348172048,10005546.348172048,9892214.56590893,1
1719792000,10113919.75,10146119.0,10057134.424086023,10057134.424086023,9901806.77901054,1
1719795600,10188355.25,10250000.0,10085527.087043012,10085527.087043012,9914936.121010127,1
1719799200,10222683.75,10262977.0,10136941.168521505,10136941.168521505,9926517.214303847,1
1719802800,10214910.25,10225014.0,10179812.459260752,10179812.459260752,9938081.794135068,1
1719806400,10209179.25,10224037.0,10190477.0,10197361.354630377,9948384.03750232,1
1719810000,10211331.5,10227999.0,10193751.0,10203270.302315189,9959144.937992426,1
1719813600,10216283.5,10225994.0,10198970.0,10207300.901157595,9969271.920816252,1
1719817200,10212496.0,10224062.0,10200702.0,10211792.200578798,9978627.414117577,1
1719820800,10167824.0,10212144.100289399,10115382.0,10212144.100289399,9984832.809642378,1
1719824400,10134387.75,10189984.050144698,10115517.0,10189984.050144698,9990831.170048561,1
1719828000,10129910.75,10162185.90007235,10110227.0,10162185.90007235,9996082.182987833,1
1719831600,10107372.25,10146048.325036176,10082571.0,10146048.325036176,9999905.97973341,1
1719835200,10104188.25,10126710.287518088,10089494.0,10126710.287518088,10004217.980528178,1
1719838800,10136382.75,10187136.0,10090770.0,10115449.268759044,10008631.31462511,1
1719842400,10136131.25,10169239.0,10103932.0,10125916.009379521,10014355.41993393,1
1719846000,10167853.25,10190000.0,10131023.62968976,10131023.62968976,10020572.109348286,1
1719849600,10200981.5,10222787.0,10149438.43984488,10149438.43984488,10027991.67368757,1
1719853200,10194775.5,10206100.0,10175209.96992244,10175209.96992244,10034454.431582175,1
1719856800,10275873.5,10287135.0,10184992.73496122,10184992.73496122,10044082.336226013,1
1719860400,10262544.5,10273168.0,10230433.11748061,10230433.11748061,10052232.872060288,1
1719864000,10213848.5,10246488.808740305,10195000.0,10246488.808740305,10058588.641783413,1
1719867600,10199846.0,10230168.654370151,10175000.0,10230168.654370151,10063943.008772299,1
1719871200,10173550.75,10215007.327185076,10138106.0,10215007.327185076,10067933.635879267,1
1719874800,10165790.5,10194279.038592538,10151145.0,10194279.038592538,10071878.8266291,1
1719878400,10166088.75,10180034.76929627,10152577.0,10180034.76929627,10075748.049114235,1
1719882000,10169539.5,10176000.0,10159588.0,10173061.759648135,10079523.655031323,1
1719885600,10189703.75,10208548.0,10171300.629824068,10171300.629824068,10084175.197971271,1
1719889200,10195314.25,10199227.0,10180502.189912034,10180502.189912034,10088652.36667828,1
1719892800,10221600.75,10228082.0,10187908.219956018,10187908.219956018,10094002.548377171,1
1719896400,10202152.5,10206404.0,10194058.0,10204754.484978009,10098351.664127085,1
1719900000,10189890.25,10203453.492489005,10170513.0,10203453.492489005,10101854.54004367,1
1719903600,10156879.75,10196671.871244501,10141000.0,10196671.871244501,10103389.695336075,1
1719907200,10122883.5,10176775.81062225,10080581.0,10176775.81062225,10104469.864146426,1
1719910800,10130690.25,10149829.655311126,10114653.0,10149829.655311126,10105679.594964214,1
1719914400,10122987.75,10140259.952655563,10103007.0,10140259.952655563,10106397.61084797,1
1719918000,10135486.0,10141933.0,10125900.0,10131623.85132778,10107408.60650099,1
1719921600,10153464.5,10160807.0,10133554.92566389,10133554.92566389,10109357.327814678,1
1719925200,10162844.25,10170000.0,10143509.712831944,10143509.712831944,10111508.530645475,1
1719928800,10091425.5,10153176.981415972,10057911.0,10153176.981415972,10109621.843169183,-1
1719932400,10015416.5,10122301.240707986,10009857.0,10122301.240707986,10105888.790495882,-1
1719936000,10003332.75,10068858.870353993,9989521.0,10068858.870353993,10101698.445770554,-1
1719939600,10008702.0,10036095.810176997,10002105.0,10036095.810176997,10097899.604759945,-1
1719943200,10054454.0,10070851.0,10022398.9050885,10022398.9050885,10096838.875161516,-1
1719946800,10051118.0,10069000.0,10033236.0,10038426.45254425,10094344.644763026,-1
1719950400,10005802.75,10044772.226272125,9990000.0,10044772.226272125,10091299.090066437,-1
1719954000,10010660.75,10026081.0,9993051.0,10025287.488136062,10088144.02771089,-1
1719957600,10013705.5,10021038.0,10007444.0,10017974.11906803,10085401.28152615,-1
1719961200,10032638.75,10040945.0,10015839.809534015,10015839.809534015,10083657.89793689,-1
1719964800,10041686.0,10064888.0,10024239.279767007,10024239.279767007,10081645.078409953,-1
1719968400,10020605.25,10035799.0,9993300.0,10032962.639883503,10079266.48709976,-1
1719972000,9960416.0,10026783.944941752,9944012.0,10026783.944941752,10074489.997409573,-1
1719975600,9874267.25,9993599.972470876,9805700.0,9993599.972470876,10065508.115158217,-1
1719979200,9851380.25,9933933.611235438,9825120.0,9933933.611235438,10056969.67926966,-1
1719982800,9856760.5,9892656.93061772,9837630.0,9892656.93061772,10049526.985964969,-1
1719986400,9903661.25,9916623.0,9874708.71530886,9874708.71530886,10043900.398280067,-1
1719990000,9883848.0,9889571.0,9879197.0,9889184.98265443,10037627.088543594,-1
1719993600,9858387.0,9886516.491327215,9841066.0,9886516.491327215,10030701.79095365,-1
1719997200,9804164.0,9872451.745663607,9780000.0,9872451.745663607,10022102.544249585,-1
1720000800,9768884.75,9838307.872831803,9711743.0,9838307.872831803,10010667.268004503,-1
1720004400,9771942.0,9803596.311415901,9755138.0,9803596.311415901,10001169.41435727,-1
1720008000,9756657.0,9787769.155707952,9726800.0,9787769.155707952,9990640.417715808,-1
1720011600,9720717.5,9772213.077853976,9668000.0,9772213.077853976,9981065.303295583,-1
1720015200,9766201.0,9809348.0,9720000.0,9746465.288926989,9971556.703166343,-1
1720018800,9711682.25,9756333.144463494,9677675.0,9756333.144463494,9961498.244218644,-1
1720022400,9748656.5,9777969.0,9710310.0,9734007.697231747,9954300.705229677,-1
1720026000,9772026.0,9778758.0,9741332.098615874,9741332.098615874,9947092.834436357,-1
1720029600,9757050.25,9766130.0,9745619.0,9756679.049307937,9939794.84092905,-1
1720033200,9742689.0,9756864.649653967,9731041.0,9756864.649653967,9931959.788343597,-1
1720036800,9674208.25,9749776.824826984,9661162.0,9749776.824826984,9922118.188800711,-1
1720040400,9658354.0,9711992.537413493,9616390.0,9711992.537413493,9912572.53433794,-1
1720044000,9740649.5,9752689.0,9685173.268706746,9685173.268706746,9905962.866324687,-1
1720047600,9758527.25,9765750.0,9712911.384353373,9712911.384353373,9900151.342155091,-1
1720051200,9755198.25,9779436.0,9734062.0,9735719.317176687,9895048.779717637,-1
1720054800,9731834.25,9770036.0,9669482.0,9745458.783588342,9888097.180513024,-1
1720058400,9475634.25,9738646.516794171,9370000.0,9738646.516794171,9874026.78127722,-1
1720062000,9528914.75,9607140.383397086,9515177.0,9607140.383397086,9860041.534952624,-1
1720065600,9552077.75,9570000.0,9538000.0,9568027.566698544,9847412.455150561,-1
1720069200,9531569.75,9560052.658349272,9520186.0,9560052.658349272,9835031.300046617,-1
1720072800,9508722.75,9545811.204174636,9490001.0,9545811.204174636,9821500.70004479,-1
1720076400,9498391.75,9527266.977087319,9487102.0,9527266.977087319,9808387.025533231,-1
1720080000,9400778.5,9512829.36354366,9362672.0,9512829.36354366,9792181.926492713,-1
1720083600,9265415.25,9456803.93177183,9207550.0,9456803.93177183,9769993.615649862,-1
1720087200,9300159.75,9361109.590885915,9273983.0,9361109.590885915,9750542.218957711,-1
1720090800,9339818.0,9367862.0,9318231.0,9330634.670442957,9733971.269194664,-1
1720094400,9293401.5,9335226.335221479,9252525.0,9335226.335221479,9717157.572363501,-1
1720098000,9228438.5,9314313.917610738,9190001.0,9314313.917610738,9698060.765604148,-1
1720101600,9245452.75,9279169.0,9203908.0,9271376.20880537,9680067.676756928,-1
